rainfall_mm,temperature_c,humidity_pct,river_level_m,elevation_m,soil_moisture,drainage_capacity_pct,population_density,impervious_pct,wind_speed_kmh,land_use_type,previous_flood_history,flood_risk_score,flood_risk
56.91,27.61,83.03,5.78,146.13,0.349,5.07,783.5,62.83,11.85,Agricultural,0,0.5317,Medium
42.95,25.6,75.46,2.29,109.0,0.357,81.77,167.7,81.66,3.91,Agricultural,0,0.4233,Medium
51.41,30.4,63.12,3.46,84.67,0.176,75.2,2159.1,60.36,,Coastal,0,0.3647,Medium
258.45,26.43,67.73,4.45,243.18,0.314,43.49,936.5,59.82,21.49,Suburban,0,0.5029,Medium
36.08,23.63,80.42,4.91,8.76,0.274,66.51,4219.3,57.41,2.6,Forest,0,0.4918,Medium
38.33,25.3,37.52,1.26,89.6,0.365,60.79,4556.7,76.04,16.06,Barren,0,0.5524,Medium
8.01,26.32,97.48,9.33,144.37,0.359,52.19,51.1,25.93,15.12,Agricultural,0,0.7,High
6.52,26.14,83.13,2.17,38.78,0.126,70.79,297.2,30.95,26.32,Urban,0,0.3003,Low
59.85,26.55,98.28,1.61,40.7,0.185,100.0,259.5,43.3,16.75,Agricultural,0,0.2693,Low
86.61,17.09,70.62,9.71,82.83,0.398,100.0,906.2,49.82,18.79,Wetland,1,0.5421,Medium
75.95,22.55,55.56,3.06,50.03,0.194,66.47,4426.6,79.93,33.55,Coastal,0,0.5425,Medium
20.25,15.13,73.34,4.47,66.17,0.124,52.69,2693.3,49.27,15.29,Suburban,0,0.3958,Medium
72.87,25.84,78.6,8.04,140.94,0.604,42.25,3422.7,32.16,9.76,Suburban,1,0.7966,High
37.85,26.41,99.67,2.56,56.0,0.472,51.88,10.0,26.98,14.54,Urban,0,0.5826,Medium
30.81,33.23,59.72,1.36,3.35,0.274,52.72,3659.9,46.7,20.26,Forest,1,0.455,Medium
11.55,26.1,57.56,2.51,11.74,0.651,60.97,4229.6,48.73,10.58,Forest,0,0.3687,Medium
22.6,21.41,84.07,2.13,84.56,0.341,68.34,624.5,61.47,2.19,Barren,1,0.5613,Medium
60.86,21.05,60.79,10.43,328.23,0.447,60.48,3131.7,33.98,3.75,Suburban,0,0.4682,Medium
52.93,28.52,54.17,5.8,40.32,0.405,55.49,705.2,29.05,15.25,Suburban,1,0.4753,Medium
47.33,19.23,55.34,4.57,2.9,0.459,44.63,1153.9,25.17,12.51,Suburban,0,0.6086,Medium
3.5,25.07,28.63,4.8,201.77,0.635,38.27,78.1,24.32,17.71,Forest,0,0.3793,Medium
47.7,30.68,52.22,2.17,177.33,0.285,53.72,3975.1,71.16,1.8,Coastal,0,0.5264,Medium
25.47,38.17,72.59,4.42,245.81,0.599,41.25,928.3,0.66,14.88,Coastal,1,0.5505,Medium
53.22,32.09,64.91,4.0,75.33,0.533,56.49,389.8,21.02,4.42,Coastal,1,0.6069,Medium
96.59,20.32,73.45,6.17,9.44,0.411,69.0,6866.2,0.0,18.09,Wetland,0,0.5969,Medium
28.81,18.78,88.87,3.1,19.19,0.461,64.09,917.2,0.0,4.66,Urban,1,0.5503,Medium
45.1,28.41,100.0,3.01,387.43,0.393,67.32,3433.7,28.69,0.89,Forest,0,0.2303,Low
148.43,22.5,60.1,2.12,232.59,0.596,58.66,5232.4,1.51,57.98,Urban,1,0.7023,High
51.27,13.65,44.51,9.85,111.99,0.426,49.97,6931.2,41.43,6.62,Urban,0,0.5449,Medium
40.95,42.15,57.1,5.18,6.38,0.55,61.21,1246.1,39.08,7.11,Coastal,0,0.531,Medium
20.55,25.21,78.9,2.39,8.28,0.258,80.73,769.9,23.57,8.77,Agricultural,1,0.3199,Low
74.29,32.75,100.0,3.68,24.28,0.305,78.41,410.8,74.61,,Urban,0,0.5872,Medium
17.45,21.67,67.9,2.25,129.02,0.189,83.24,1984.3,54.19,52.97,Suburban,0,0.3516,Medium
99.49,23.78,73.62,9.47,432.56,0.274,52.86,6739.6,49.88,14.33,Suburban,1,0.4843,Medium
67.01,25.06,60.88,4.8,103.92,0.634,52.8,4888.1,63.51,11.04,Forest,0,0.4815,Medium
26.25,22.09,67.77,2.75,218.43,0.245,71.4,972.6,21.17,12.05,Forest,0,0.281,Low
21.18,18.69,87.36,6.73,174.25,,66.98,906.9,62.67,3.66,Agricultural,1,0.4612,Medium
21.64,39.38,79.54,0.0,36.47,0.382,68.05,7059.5,47.08,14.05,Urban,0,0.4149,Medium
6.66,26.48,63.97,3.92,104.97,0.637,24.86,8837.1,30.47,10.68,Coastal,0,0.579,Medium
58.81,12.95,69.54,2.44,147.46,0.504,35.16,520.1,100.0,21.15,Urban,0,0.4951,Medium
4.16,24.71,58.37,2.75,46.67,0.241,58.75,6339.6,3.35,8.89,Suburban,0,0.3265,Low
38.95,13.93,86.41,5.25,113.22,0.384,66.83,2396.3,30.24,1.56,Urban,1,0.579,Medium
37.0,18.08,98.43,1.87,16.63,0.162,76.56,583.6,75.1,6.93,Agricultural,0,0.5093,Medium
31.99,24.75,49.35,5.28,193.6,0.538,28.67,4746.0,14.73,8.1,Urban,0,0.6446,Medium
58.52,27.77,50.75,2.35,44.67,0.336,66.07,1599.9,30.3,16.12,Urban,0,0.5334,Medium
26.3,6.34,58.55,1.16,43.61,0.134,78.52,1060.1,40.01,19.82,Urban,1,0.4594,Medium
47.79,36.01,80.41,2.82,156.91,0.439,63.2,613.0,35.1,7.1,Forest,0,0.3396,Medium
99.47,19.39,57.32,6.59,184.15,0.675,64.12,1742.5,34.45,20.48,Wetland,0,0.4844,Medium
63.59,22.43,81.9,5.97,157.14,0.285,64.79,5146.3,78.02,8.36,Wetland,1,0.6087,Medium
29.72,34.73,36.77,3.44,48.53,0.292,66.72,5289.9,45.28,13.33,Forest,1,0.3708,Medium
41.92,35.98,63.68,4.51,303.83,0.335,47.96,361.8,38.19,19.94,Urban,0,0.4672,Medium
32.02,19.66,67.4,8.05,108.5,0.356,62.76,124.7,46.09,7.93,Suburban,1,0.6978,High
36.58,31.44,48.2,6.63,53.46,0.318,50.69,4193.9,45.64,2.88,Coastal,0,0.5573,Medium
48.89,25.11,62.47,3.06,51.07,0.478,57.11,643.3,97.41,1.23,Agricultural,0,0.3656,Medium
11.0,42.58,84.98,0.0,9.86,0.407,67.44,4392.7,49.56,18.23,Agricultural,1,0.4524,Medium
8.42,19.29,62.46,5.62,21.96,0.444,39.16,1094.7,50.57,15.59,Coastal,0,0.554,Medium
18.98,35.55,72.52,3.22,127.19,0.378,61.8,1728.4,56.75,8.57,Suburban,0,0.3225,Low
60.54,19.9,90.55,0.39,45.33,0.482,67.63,2505.5,14.01,12.01,Suburban,1,0.4362,Medium
66.58,16.48,48.61,4.99,35.8,0.293,78.52,3355.0,14.55,2.04,Wetland,0,0.5533,Medium
73.7,21.88,69.67,5.76,0.61,0.473,20.01,1648.4,0.0,5.58,Agricultural,1,0.5931,Medium
19.69,12.52,13.77,2.02,222.84,0.434,40.17,948.2,88.94,21.36,Agricultural,1,0.3924,Medium
44.9,17.48,39.96,7.9,38.06,0.677,63.39,3476.6,37.18,11.87,Urban,1,0.6735,High
30.49,21.76,78.47,4.16,44.03,0.136,96.95,4760.8,11.15,13.51,Forest,0,0.2954,Low
37.8,22.23,55.41,5.12,613.16,0.351,75.15,6069.1,42.49,12.11,Suburban,1,0.3962,Medium
30.05,30.41,70.19,1.67,78.16,0.396,42.86,2713.5,49.29,9.05,Urban,0,0.5504,Medium
50.98,29.75,37.8,4.61,92.38,0.675,60.33,163.1,9.88,22.73,Agricultural,0,0.4805,Medium
23.57,23.75,16.25,3.15,7.29,0.513,58.18,975.7,55.38,14.91,Urban,0,0.5258,Medium
92.08,11.84,52.35,9.61,85.09,0.317,25.59,383.9,62.53,30.44,Wetland,0,0.7898,High
92.64,9.06,54.64,3.73,66.58,0.713,46.63,3574.7,79.0,11.07,Forest,1,0.576,Medium
59.19,20.29,58.63,4.13,244.96,0.561,17.41,2199.8,35.59,10.57,Coastal,1,0.7834,High
84.85,18.15,91.41,1.99,88.8,0.726,71.89,7735.6,35.99,12.89,Forest,0,0.3815,Medium
10.55,19.86,,7.27,244.08,0.544,100.0,4089.8,31.87,18.05,Forest,0,0.3582,Medium
95.74,35.35,51.85,3.74,168.69,0.455,50.41,266.6,29.52,26.7,Coastal,0,0.4887,Medium
55.16,19.75,58.41,1.34,1.52,0.684,52.23,4693.1,53.9,3.33,Suburban,0,0.5353,Medium
24.82,17.94,62.44,5.61,433.6,0.062,50.97,2934.2,9.4,11.89,Urban,0,0.3223,Low
22.7,23.98,82.85,5.69,9.13,0.412,37.57,1800.9,70.27,5.76,Suburban,0,0.5338,Medium
118.14,20.36,63.93,3.64,4.27,0.334,79.33,3898.0,57.23,16.81,Barren,0,0.5316,Medium
74.52,28.18,79.33,1.9,44.55,0.39,84.87,294.7,100.0,26.23,Forest,0,0.3575,Medium
37.01,25.72,86.37,4.02,66.25,0.378,37.33,215.8,17.84,17.01,Urban,0,0.3202,Low
10.42,36.98,39.97,2.84,30.32,0.168,67.27,631.9,55.17,4.66,Forest,0,0.3132,Low
99.06,21.96,85.27,4.0,82.51,0.564,72.17,345.8,18.54,3.13,Urban,0,0.5304,Medium
15.17,37.52,61.48,5.07,412.79,0.33,72.41,1379.3,63.98,5.13,Wetland,0,0.3621,Medium
30.95,28.89,65.85,5.61,97.28,0.533,73.15,6265.1,53.08,14.47,Forest,1,0.4889,Medium
36.97,27.71,67.64,4.34,14.22,0.227,65.95,1945.4,71.55,21.91,Suburban,1,0.4645,Medium
22.4,10.08,72.5,1.45,291.49,0.08,62.76,6706.6,25.26,29.78,Coastal,1,0.4122,Medium
35.67,9.03,38.42,0.0,13.99,0.187,51.64,11766.9,32.86,18.25,Urban,0,0.3853,Medium
41.44,12.73,36.83,4.18,73.39,0.462,61.65,169.4,38.71,11.29,Urban,1,0.7014,High
35.09,25.49,55.8,0.0,74.33,0.29,86.03,10.0,33.75,2.13,Coastal,1,0.3875,Medium
52.85,29.28,75.95,2.76,156.33,0.31,94.32,3272.0,0.0,27.11,Forest,1,0.2621,Low
121.07,27.74,88.11,5.63,136.62,0.504,43.42,9180.2,0.0,1.39,Forest,0,0.4899,Medium
10.98,24.26,52.74,4.48,115.0,0.301,79.95,3806.0,37.25,12.55,Agricultural,0,0.4541,Medium
46.97,30.32,80.43,3.9,121.45,0.314,83.51,2103.3,46.17,10.05,Suburban,1,0.5591,Medium
15.34,32.36,61.15,4.14,171.5,0.386,67.24,4126.5,94.34,23.29,Suburban,1,0.553,Medium
9.87,21.84,70.94,4.92,22.69,0.425,62.01,3537.3,80.36,14.08,Agricultural,0,0.3105,Low
80.46,27.91,54.19,1.59,449.38,0.271,42.0,1122.4,56.67,3.59,Barren,0,0.4843,Medium
50.01,26.69,67.49,2.05,94.66,0.45,83.32,6890.5,29.62,,Suburban,0,0.3666,Medium
9.19,29.64,48.4,5.04,153.4,0.506,47.22,146.6,45.82,9.97,Urban,0,0.4782,Medium
35.65,26.29,66.69,4.89,103.78,0.419,79.11,565.8,49.96,11.99,Suburban,1,0.5391,Medium
19.03,25.85,80.61,3.23,249.93,0.282,78.63,738.7,23.28,10.51,Urban,1,0.3371,Medium
36.65,19.77,57.74,6.25,106.19,0.406,39.02,451.6,28.73,5.26,Urban,0,0.5934,Medium
68.27,25.44,69.51,7.56,12.06,0.649,59.99,3011.8,44.24,14.13,Suburban,0,0.7459,High
63.44,21.62,71.64,2.87,248.3,0.307,46.33,2695.5,19.69,,Urban,0,0.4445,Medium
30.22,16.52,84.98,6.18,12.96,,92.9,8400.9,42.19,8.9,Barren,0,0.3441,Medium
83.08,26.1,31.42,3.86,88.48,0.29,62.09,2625.5,36.95,8.43,Agricultural,0,0.3472,Medium
104.76,16.84,77.66,0.93,27.05,0.533,80.95,1844.6,96.02,12.42,Barren,0,0.4933,Medium
69.06,23.7,45.41,4.87,15.47,0.468,88.47,1077.4,60.97,23.87,Forest,0,0.2236,Low
26.17,21.44,43.75,6.32,15.65,0.522,49.41,6676.2,100.0,10.59,Forest,0,0.4298,Medium
37.61,20.06,53.38,2.83,241.08,0.436,25.9,1810.8,6.26,10.36,Forest,0,0.1967,Low
118.53,33.84,48.15,7.69,50.92,0.504,26.99,1987.3,57.72,13.59,Coastal,0,0.7043,High
32.11,35.47,68.69,3.69,52.24,0.399,90.27,3504.1,44.64,7.57,Barren,0,0.2813,Low
63.58,21.92,47.61,6.04,138.72,0.363,39.3,1509.5,0.0,3.44,Agricultural,0,0.2995,Low
22.12,30.98,75.37,5.69,213.87,0.271,60.49,1687.2,34.51,3.6,Suburban,0,0.3668,Medium
83.48,12.93,26.5,4.82,205.4,0.277,72.97,859.4,48.14,5.91,Urban,1,0.5224,Medium
19.91,15.73,84.15,8.71,125.19,0.24,77.36,2459.9,40.89,1.44,Coastal,0,0.4496,Medium
38.91,23.57,37.04,7.35,151.81,0.221,30.15,89.1,72.25,0.58,Suburban,0,0.6043,Medium
61.99,16.53,72.29,0.58,114.8,0.235,34.78,312.0,36.85,16.68,Barren,0,0.3296,Low
134.83,26.63,50.52,0.62,213.94,0.705,99.45,3920.6,100.0,23.36,Agricultural,1,0.5475,Medium
49.33,26.01,57.37,5.35,50.71,0.528,95.39,3239.5,40.08,2.1,Agricultural,1,0.3727,Medium
33.75,23.67,49.25,0.0,32.62,0.275,87.19,2837.0,0.0,20.32,Suburban,0,0.367,Medium
31.73,40.57,26.76,4.06,26.28,0.305,98.09,245.9,32.62,19.51,Forest,1,0.2498,Low
80.98,26.58,56.67,6.99,111.04,0.147,40.69,226.9,58.28,1.5,Urban,1,0.6558,Medium
58.45,28.03,42.96,5.61,32.47,0.282,49.03,1052.8,13.58,2.82,Urban,1,0.5393,Medium
67.32,27.4,39.34,3.29,16.71,0.548,50.05,1091.6,25.26,16.49,Forest,0,0.2674,Low
113.0,17.69,57.37,7.63,400.57,0.365,70.43,1467.3,96.31,8.74,Wetland,0,0.4735,Medium
43.64,37.65,59.94,3.79,56.99,0.453,59.98,3326.4,27.6,18.04,Barren,1,0.4814,Medium
55.5,14.17,66.5,4.57,269.42,0.294,72.48,6562.6,97.6,15.99,Forest,1,0.5116,Medium
31.38,26.0,73.91,3.5,146.26,0.312,72.22,380.6,54.06,12.45,Agricultural,0,0.3024,Low
21.38,29.21,43.29,5.4,51.41,0.457,55.28,1609.5,18.57,8.44,Forest,1,0.4979,Medium
25.22,30.89,39.96,1.69,18.39,0.406,67.37,711.4,8.35,15.16,Barren,0,0.3175,Low
2.34,21.82,78.61,3.59,221.09,0.169,18.17,5075.0,60.72,6.85,Wetland,0,0.483,Medium
61.54,29.2,59.16,5.7,266.62,0.354,72.77,3304.5,50.94,3.63,Suburban,1,0.452,Medium
57.07,16.66,100.0,8.84,24.21,0.153,75.49,1529.9,15.21,24.61,Forest,0,0.4354,Medium
60.61,35.69,28.05,5.86,118.82,0.696,54.58,8229.6,75.58,6.41,Forest,1,0.5125,Medium
20.12,22.86,71.01,0.0,99.31,0.38,76.17,1724.6,34.62,6.39,Barren,1,0.213,Low
25.6,20.52,50.35,5.34,316.3,0.131,53.89,518.9,30.68,12.83,Barren,0,0.336,Medium
24.89,19.54,51.01,2.94,125.18,0.55,32.38,30.1,22.53,5.36,Urban,0,0.4856,Medium
89.11,26.08,55.15,6.46,37.88,0.281,37.34,503.6,47.84,6.15,Suburban,1,0.5195,Medium
47.98,12.94,89.12,1.29,150.92,0.388,77.42,15325.5,48.73,20.63,Urban,0,0.4303,Medium
43.28,30.19,34.83,2.25,90.09,0.435,41.11,7730.9,80.6,5.55,Urban,0,0.5592,Medium
71.73,19.82,34.56,4.05,51.2,0.4,70.16,6831.9,72.37,25.07,Coastal,0,0.6373,Medium
24.96,33.13,76.09,3.7,112.28,0.523,60.32,172.7,8.97,4.6,Barren,1,0.2686,Low
54.52,15.3,95.68,6.14,393.37,0.41,63.24,425.2,16.65,4.15,Forest,0,0.3998,Medium
146.42,24.92,51.82,6.92,204.08,0.467,85.96,5599.9,56.83,15.23,Urban,1,0.7586,High
98.75,27.88,84.53,2.63,162.77,0.321,100.0,3835.0,5.0,13.94,Agricultural,1,0.4396,Medium
53.92,28.64,80.71,7.45,9.53,0.129,95.31,2734.1,67.19,4.59,Agricultural,1,0.5673,Medium
44.53,20.38,70.06,4.84,15.46,0.319,31.17,4082.2,37.22,6.11,Urban,0,0.5751,Medium
60.23,15.36,68.29,2.24,113.7,0.261,77.14,2231.9,73.77,12.5,Barren,0,0.4129,Medium
108.01,20.8,58.21,0.08,3.87,0.364,48.97,1850.3,84.52,17.85,Agricultural,0,0.6113,Medium
102.93,32.17,81.3,7.81,123.46,0.514,75.93,339.2,42.85,8.14,Coastal,0,0.4905,Medium
120.21,38.65,76.96,3.89,43.13,0.284,42.53,3078.9,97.97,12.4,Agricultural,1,0.5544,Medium
50.01,12.64,54.68,2.92,21.06,0.437,23.44,1588.9,16.89,1.51,Forest,0,0.2788,Low
4.12,18.83,36.45,5.57,5.67,0.297,78.18,9150.2,50.04,11.92,Suburban,1,0.4718,Medium
139.68,11.87,50.91,2.58,28.52,0.349,67.57,243.2,61.61,10.68,Forest,0,0.3747,Medium
21.33,20.16,45.84,3.07,142.85,0.137,47.59,1889.2,33.79,14.68,Suburban,0,0.4041,Medium
70.91,19.53,64.0,3.2,71.63,0.236,100.0,1775.1,11.64,6.89,Urban,1,0.506,Medium
4.24,15.63,73.64,3.78,4.0,0.171,35.76,5650.3,82.79,28.87,Coastal,0,0.3429,Medium
42.59,35.64,72.01,5.47,8.59,0.466,97.02,2499.2,9.94,14.29,Agricultural,1,0.5179,Medium
32.16,32.03,73.29,6.02,105.15,0.496,49.43,437.9,50.82,11.02,Suburban,1,0.678,High
120.4,25.7,68.48,6.38,217.85,0.186,76.23,2240.4,34.71,9.22,Urban,1,0.5017,Medium
54.42,23.23,64.61,7.38,108.79,0.192,47.19,3709.6,18.57,9.04,Suburban,0,0.4366,Medium
42.25,30.25,63.87,2.73,58.36,0.558,67.44,88.8,55.48,19.63,Forest,0,0.3266,Low
58.86,16.99,87.22,5.31,68.82,0.549,58.86,3045.5,69.66,16.25,Agricultural,0,0.5582,Medium
1.14,25.67,56.2,2.89,61.29,0.612,70.52,150.6,79.53,7.83,Suburban,1,0.4126,Medium
24.46,19.76,61.06,3.93,272.59,0.609,86.36,1726.3,53.54,8.41,Forest,0,0.3214,Low
27.81,40.4,26.08,3.92,19.88,,42.58,475.5,98.94,7.92,Urban,0,0.44,Medium
65.63,14.49,55.21,1.49,57.68,0.52,42.09,1863.6,81.01,0.58,Urban,1,0.6188,Medium
17.28,22.09,59.58,4.59,44.23,0.415,78.83,1680.9,61.09,7.79,Agricultural,1,0.401,Medium
48.41,14.94,86.53,4.63,106.76,0.531,51.35,2547.3,39.75,14.87,Suburban,0,0.3177,Low
39.17,29.26,40.95,4.37,141.35,0.343,72.96,4049.0,80.46,1.2,Forest,1,0.3018,Low
25.63,29.25,62.7,3.52,87.43,0.597,76.46,3014.4,97.03,17.52,Urban,0,0.5229,Medium
27.09,19.12,62.33,0.0,571.56,0.112,14.76,2516.7,9.85,7.22,Agricultural,0,0.0016,Low
38.89,15.3,76.49,4.64,35.2,0.513,68.71,2008.7,57.64,15.24,Suburban,0,0.4147,Medium
5.92,21.3,56.61,5.28,2.24,0.157,42.87,3812.6,21.32,26.15,Barren,1,0.3989,Medium
72.42,19.11,75.95,8.43,154.25,0.418,84.14,7007.5,57.73,9.48,Suburban,0,0.4655,Medium
21.2,24.45,69.61,5.01,33.69,0.159,49.22,931.2,38.44,19.25,Agricultural,0,0.4073,Medium
33.83,35.34,51.3,10.21,423.42,0.22,68.54,469.0,21.24,4.33,Urban,0,0.3085,Low
117.48,28.63,45.0,5.21,195.32,0.255,44.15,1888.4,75.54,4.57,Forest,1,0.5464,Medium
73.29,29.31,100.0,5.23,118.06,0.331,64.96,2185.2,43.4,18.14,Urban,0,0.5276,Medium
14.46,23.97,55.25,3.68,146.23,0.465,41.86,1082.3,65.76,29.93,Urban,0,0.3452,Medium
0.79,42.5,34.53,2.88,192.94,0.479,62.56,1594.2,59.22,3.07,Urban,0,0.4236,Medium
60.68,24.82,56.8,5.88,138.4,0.378,55.72,5680.2,3.25,4.97,Agricultural,0,0.4368,Medium
34.92,29.08,52.92,7.13,45.24,0.572,77.55,751.3,73.41,15.67,Agricultural,1,0.4899,Medium
48.63,31.69,43.98,5.65,84.71,0.269,31.39,7409.4,44.56,9.06,Urban,0,0.6384,Medium
71.6,23.64,64.25,5.22,45.27,0.455,84.26,975.4,59.85,7.21,Forest,0,0.3871,Medium
79.59,25.45,68.39,4.0,145.56,0.5,95.18,522.5,60.64,13.61,Forest,0,0.3938,Medium
29.65,20.01,28.69,4.2,1.0,0.389,66.97,922.8,70.78,6.58,Suburban,0,0.4141,Medium
38.39,24.13,67.26,4.33,58.45,0.509,37.25,5794.2,35.83,11.22,Agricultural,0,0.5669,Medium
55.69,34.24,78.22,5.11,20.72,0.151,47.48,2196.0,74.23,5.19,Agricultural,0,0.6134,Medium
58.36,32.15,47.62,4.83,358.02,0.278,45.09,471.3,1.23,7.09,Agricultural,0,0.3472,Medium
48.28,28.81,40.88,2.48,152.44,0.23,67.78,7112.1,49.73,2.15,Barren,0,0.4,Medium
108.92,30.37,46.4,8.23,84.01,0.483,64.42,6285.2,5.26,13.33,Forest,0,0.3939,Medium
57.89,23.74,55.64,8.98,33.27,0.434,85.47,4105.7,9.28,5.35,Agricultural,0,0.614,Medium
70.86,30.64,63.86,4.63,2.33,0.358,57.8,785.3,75.39,17.02,Coastal,0,0.6126,Medium
51.35,22.93,44.02,4.72,169.13,0.388,36.92,4889.8,80.37,10.77,Barren,0,0.428,Medium
17.16,12.57,56.98,5.5,82.3,0.277,39.88,2306.5,0.0,22.8,Forest,1,0.3195,Low
24.4,36.83,60.49,2.6,11.25,0.579,51.58,3642.9,36.86,4.82,Forest,0,0.4,Medium
13.86,22.57,66.97,5.28,102.7,0.286,58.76,1204.3,46.13,6.31,Forest,0,0.5077,Medium
85.78,31.38,38.02,3.83,4.9,0.453,49.15,1343.6,48.0,29.87,Suburban,0,0.4224,Medium
9.14,21.46,49.71,3.33,68.13,0.13,75.92,409.1,0.0,22.87,Agricultural,0,0.1869,Low
37.16,5.17,50.83,1.64,69.54,0.583,66.22,890.1,56.29,14.45,Suburban,0,0.5368,Medium
31.01,23.49,92.16,3.39,239.11,0.372,35.2,1047.1,100.0,15.04,Forest,0,0.4243,Medium
30.35,11.11,,4.8,524.46,0.321,38.82,766.1,24.11,4.97,Wetland,0,0.4929,Medium
32.56,29.29,61.89,8.15,18.66,0.478,100.0,846.7,37.27,16.02,Agricultural,1,0.7052,High
122.72,22.4,36.08,4.68,145.31,0.447,82.06,1623.6,51.79,12.48,Urban,0,0.5224,Medium
5.41,32.53,78.75,2.92,246.39,0.387,68.25,2664.4,13.05,10.07,Agricultural,0,0.2369,Low
99.93,25.63,84.15,5.98,67.47,0.481,36.72,245.7,8.51,6.29,Agricultural,0,0.5384,Medium
34.84,16.79,61.5,6.93,47.45,0.322,43.92,557.6,37.13,4.26,Agricultural,0,0.4461,Medium
76.02,28.69,54.23,7.8,2.43,0.383,55.68,264.1,63.1,4.68,Suburban,0,0.5576,Medium
44.3,13.08,50.33,1.3,99.46,0.267,71.82,3460.9,50.41,1.84,Coastal,0,0.526,Medium
15.32,21.85,75.22,4.37,23.88,0.593,84.83,5598.5,60.32,14.02,Coastal,1,0.4377,Medium
106.38,10.95,74.11,9.08,9.27,0.254,49.86,3942.2,31.93,4.29,Barren,0,0.619,Medium
95.57,26.45,43.73,2.22,0.49,0.214,77.49,1767.5,51.14,1.66,Wetland,0,0.5275,Medium
16.45,25.73,47.63,4.65,389.24,0.218,94.83,279.3,5.32,23.29,Urban,0,0.2505,Low
63.99,24.88,43.68,5.26,234.25,0.586,71.43,3544.4,24.5,18.34,Suburban,0,0.3842,Medium
25.38,17.45,94.71,1.25,393.27,0.348,40.24,15137.9,16.09,4.2,Suburban,0,0.2469,Low
9.58,33.47,67.71,5.28,341.13,0.319,55.03,3139.1,46.59,1.91,Wetland,0,0.5087,Medium
21.25,30.36,82.63,5.55,117.79,0.318,52.97,90.9,56.81,22.38,Urban,0,0.4986,Medium
102.25,25.64,64.92,3.82,111.82,0.439,72.04,1372.8,64.83,9.66,Forest,0,0.3955,Medium
77.31,19.93,70.0,2.15,225.37,0.359,47.32,698.7,55.42,13.17,Urban,1,0.4606,Medium
32.87,21.55,57.26,7.37,351.51,0.21,100.0,5027.3,58.13,5.85,Wetland,1,0.5531,Medium
102.58,23.89,88.85,2.58,106.81,0.396,29.35,2559.4,54.19,4.71,Urban,0,0.5357,Medium
90.68,16.29,68.29,8.12,15.33,0.405,49.29,7151.3,65.98,4.06,Agricultural,0,0.5262,Medium
21.28,29.97,61.51,5.04,16.93,0.208,64.42,4495.1,47.68,3.9,Forest,1,0.5134,Medium
119.5,32.82,29.22,4.83,129.43,0.278,26.34,3356.0,35.89,18.47,Barren,0,0.561,Medium
30.76,35.96,72.1,7.34,10.11,0.336,62.74,1123.9,33.47,3.28,Coastal,0,0.4416,Medium
34.31,21.59,71.92,3.77,113.51,0.373,27.94,1011.8,61.83,4.09,Urban,0,0.4992,Medium
5.59,33.64,85.45,4.03,398.56,0.061,71.46,3863.6,44.14,9.12,Coastal,0,0.344,Medium
24.97,34.07,57.13,5.83,0.4,0.278,73.29,5265.0,46.21,7.93,Forest,0,0.4096,Medium
37.39,19.58,49.83,2.91,24.66,0.063,59.8,228.4,34.07,6.73,Wetland,1,0.4117,Medium
52.41,16.97,95.56,5.06,347.07,0.521,44.59,929.8,16.72,10.93,Agricultural,0,0.2606,Low
15.37,31.61,37.58,1.59,80.53,0.438,50.95,553.4,41.54,5.19,Forest,0,0.2384,Low
22.16,20.16,48.33,5.59,40.56,0.266,99.83,83.8,53.7,3.12,Suburban,0,0.4928,Medium
121.24,18.86,90.68,3.69,34.33,0.446,37.88,22.9,58.51,11.89,Wetland,1,0.6926,High
86.64,29.71,80.18,5.52,239.34,0.26,64.55,1252.5,46.68,3.5,Forest,0,0.4227,Medium
97.67,14.3,58.52,12.58,67.36,0.47,39.48,1106.7,21.32,7.63,Forest,0,0.7011,High
39.89,20.88,59.15,2.66,121.16,0.304,55.73,2611.0,15.04,11.45,Forest,1,0.2793,Low
53.55,10.95,60.33,8.12,44.52,0.669,8.33,40.8,10.11,5.28,Forest,1,0.5635,Medium
65.0,18.11,78.92,4.42,94.5,0.348,61.78,7584.8,0.0,2.16,Wetland,0,0.4558,Medium
120.07,19.4,79.19,7.0,190.77,0.371,76.83,4942.8,39.54,12.78,Forest,1,0.586,Medium
9.36,18.75,74.8,6.32,49.6,0.326,29.27,226.5,36.24,21.76,Agricultural,0,0.4335,Medium
27.16,20.99,77.91,5.95,60.87,0.227,79.16,7471.8,47.24,0.62,Barren,0,0.2682,Low
50.03,9.62,74.26,5.05,70.29,0.097,100.0,9464.6,73.14,15.8,Suburban,1,0.3763,Medium
44.51,16.95,20.8,0.35,109.63,0.255,68.47,10.0,31.54,32.27,Agricultural,0,0.3254,Low
21.91,33.41,70.84,6.26,43.53,0.5,72.3,2174.7,0.0,8.94,Coastal,0,0.4105,Medium
61.08,26.09,58.09,4.74,70.81,0.211,63.95,504.8,4.99,2.35,Agricultural,0,0.2666,Low
28.08,20.41,100.0,2.74,95.25,0.262,69.62,6584.0,30.96,13.3,Agricultural,1,0.4556,Medium
42.08,19.41,38.31,3.19,52.55,0.354,69.2,4145.8,53.8,2.88,Suburban,0,0.5324,Medium
59.15,29.36,42.85,1.64,0.85,0.623,27.65,137.0,39.97,11.25,Forest,0,0.4087,Medium
